,silhouette_score,calinski_harabasz_score,davies_bouldin_score,adjusted_rand_score,normalized_mutual_info,cluster_purity
kmeans,0.012063096114053427,2.101373672425709,3.17591990054715,0.03742084052964882,0.2581562829266367,0.31
agglomerative,0.018594965084691484,2.490964028160792,2.963546673366161,-0.006281900274833137,0.20726327093412822,0.27
pca_kmeans,0.013471067174226527,2.14153550190587,3.0911941246460257,0.006424792139077854,0.2224289468685737,0.27
