,silhouette_score,calinski_harabasz_score,davies_bouldin_score,adjusted_rand_score,normalized_mutual_info,cluster_purity
baseline_raw,0.012063096114053427,2.101373672425709,3.17591990054715,0.03742084052964882,0.2581562829266367,0.31
vae_latent,0.11077747493982315,14.802631677955556,1.4632067956159216,-0.0038599393438103115,0.2116135223534385,0.25
